Input Text Part 1,Input Text Part 2,Ground Truth Label,Model Prediction
no the only marvel movie i have seen was avengers : infinity war ( 2018 ).,hello! are you looking for a movie suggestion?,0,0
have you seen talladega nights : the ballad of ricky bobby ( 2006 ) or the hangover ( 2009 )?,haven ‚ ao√n√¥t seen that one,0,1
oh that sounds like one i will have to check out.,"hi there. i would like to suggest some comedies you could watch, have you seen the wedding singer ( 1998 )?",0,0
or zack and miri make a porno ( 2008 )?,what type of movies do you like?,0,1
have you seen lethal weapon ( 1987 ),did you watch it ( 2017 )?,1,1
i do!,i saw a movie a few years ago brooklyn ( 2015 ) that i have been telling everyone about.,0,0
haven ‚ ao√n√¥t seen that one,we are a big fan of spaceballs ( 1987 ) and blazing saddles ( 1974 ) in my house. a bit older like the two you mentioned and super funny. i just love mel brooks,0,1
enjoy them,"oh! okay, you should see guardians of the galaxy ( 2014 ) so that you could even better understand that relationship dynamic with his daughters.",1,1
"hi, how can i help you?",looking for any good movies?,1,1
you're welcome.,hi,1,1
empire of the ants ( 1977 ) freaked me out as a child,no not seen it.,1,1
what kind of movies can i help you with tonight?,can i help you with a movie,1,1
hello,good bye,1,1
i haven't actually seen that many.,i just watched black panther ( 2018 ) and i loved it,1,0
those are great movies,or maybe sex and zen ( 1991 )?,0,0
no i havent seen the new one,i haven't either but i plan on it.,0,0
do you need my help,i hope you have something here you can use?,1,1
i wasn't a big fan of paranormal activity ( 2007 ),or truth or dare ( 2013 )?,0,0
"yes, avengers is good",have you ever seen monster ( 2003 ) with charlize theron?,0,0
the sound of music ( 1965 )?,i am trying to find a movie for my kid any suggestions?,0,0
tell me what kind of movies do you like?,or it ( 2017 )?!,0,0
your welcome,see you!,1,1
have you seen it,"well, i hope i have helped",0,0
"it was nice talking to you, good bye","thank you too. you have a great day, good bye.",1,1
or dodgeball : a true underdog story ( 2004 )?,have you seen avengers : infinity war ( 2018 ),0,1
or even a classic / cheesy action film like the rock ( 1996 )?,may i recommend the transporter ( 2002 ) or from paris with love ( 2010 )?,1,1
yes i have,have you seen 21 jump street ( 2012 )? i thought that was a pretty funny movie,0,0
nice! i'm well. i enjoyed my weekend. i saw deadpool 2 ( 2018 ) with my bf. did you see it?,what was the last movie you saw?,1,1
hi are you looking for a movie,if bro and tell me what else can i help you...,1,1
looking for a good movie?,hello there. looking for a good movie?,1,1
"awesome, have you tried the new beauty and the beast ( 2017 )",have you seen sleeping beauty ( 2011 ) it's a classic,1,1
"it was nice talking to you, good bye",hi,1,1
you should watch police academy ( 1984 ),me too!!!!,0,0
looking for some good movies?,perfect! me too!,0,0
have you seen little miss sunshine ( 2006 )?,have you seen avengers : infinity war ( 2018 )?,1,1
have you ever seen scary movie ( 2000 )?,did you watch it ( 2017 )?,1,1
a quiet place ( 2018 ) is horror and no country for old men ( 2007 ) is kind of a horror thriller.,the others ( 2001 ) is pretty creepy,0,1
i always felt like the were super overrated.,does this help you find a movie to watch?,0,0
do you like marvel movies?,hello,0,0
"scary movie is funny, i liked it a lot",that's is very interesting and funny,1,1
can i recommend some movies?,may i suggest a movie for you?,1,1
tommy boy ( 1995 ) and black sheep ( 1996 ) are 2 all time favorites.,i've seen click ( 2006 ) but i don't like it as much as his older movies.,1,1
are you looking for something older or newer?,i will this weekend,0,0
i havent seen it,haven ‚ ao√n√¥t seen that one,1,1
have you watched ant - man ( 2015 )?,oh wow! i have to check it out for sure then,0,0
yes!,for me the best fantsy is the lord of the rings,0,0
did you watch avengers : infinity war ( 2018 ),have you watched deadpool ( 2016 ) the first one?,1,1
can i help you find a good movie tonight?,do you need my help,1,1
you have plans tonight?,great! what type of movies do you like?,0,0
hi,bye!,1,1
hey there! can i recommend a good horror movie for you?,hello there. looking for a good movie?,1,1
hello! i'm good. how are you? are you looking for a movie suggestion?,need some movies?,1,1
great! what kind of movies do you like?,looking for a good movie?,0,1
"i like bruce willis in a lot of movies, especially in die hard ( 1988 )",hi. how are you? can i recommend you something?,0,0
like billy madison ( 1995 )?,or daylight ( 1996 )?,1,1
what kind of movies can i help you with tonight?,are you looking for a movie to watch today?,1,1
that's funny too.,"also, halloween ( 1978 ) is a classic. it's the best horror movie.",0,1
hello looking for a funny movie any suggestions?,maybe pitch perfect 3 ( 2017 )?,0,0
"yes, i highly suggest pineapple express ( 2008 )!",yes i think so,0,0
its the ultimate classic,may i suggest a movie for you?,0,0
hey there. i'm doing well. can i recommend a movie for you?,can i help you with a movie,1,1
me too. variety.,"its about a guy who wants to be with this girl, but in order to do so he must fight her 7 exes. and then he meets them and fights them like, pokemon style, or mortal combat style",0,0
"cool. maybe i helped. yes, i love that movie.","ah, yes, i liked that too.",1,1
im fine thanks!,hello,1,1
how did you like it?,it's one of the best movies ever made.,0,0
great. good bye my friend.,hello! have you seen either of these? avengers : infinity war ( 2018 ) or thor,0,0
"those are really funny, have you seen them?",have you seen kiss kiss bang bang ( 2005 ),1,1
what kind of movies do you like?,maybe 12 angry men ( 1957 ) and the dark knight ( 2008 )?,0,0
the others ( 2001 ) is pretty creepy,even though i would rather the old one,1,1
i like drama too. i really like titanic ( 2012 ). do you like that?,i never even heard of it,0,0
i like the movie get out,it is the best marvel film so far,1,1
i cant wait to see it.,i seen it 3 times i ‚ ao√n√¥m black panther out lol,0,0
"yeah, i liked it too",yeah thats a good one.,1,1
"good day to you, too!",good bye,1,1
are you looking for a movie to watch today?,looking for a good movie?,1,1
may i reccomend some comedies such as kingpin ( 1996 ) or superbad ( 2007 )?,tell me what would you like to watch?,1,1
and it ( 1990 )?,did you watch avengers : infinity war ( 2018 )?,1,1
have you seen it ( 2017 ),"yeah, i think that's one of the best i have ever seen",0,0
"hi, what kind of movies are you looking for.",good bye,0,0
"hey there, can i recommend a movie for you?","oh for sure, it is a great movie and mark wahlberg is a stud. have you ever seen boogie nights ( 1997 )?",0,0
your very welcome!,ok,1,1
yes very true,sounds good. you have a great day. thank you and good bye.,0,0
i have not seen the remake.,i really haven ‚ ao√n√¥t seen any recent one at lately,1,1
i really liked it,"me too, buddy.",0,1
thank you!,you're welcome!,1,1
what kind of movies do you like? i love horrors!,only a few jump scares,0,0
not as old but airplane! ( 1980 ) i would consider a semi classic.,my favorite adam sandler movie is definitely billy madison ( 1995 ),1,1
it's based on a book about a rogue shark that terrorizes a small beach community during the tourist summer season.,have you ever seen american pie ( 1999 )?,0,0
hello,those movies are made by adan sandler even though click ( 2006 ) is better than the another one,0,0
you should watch police academy ( 1984 ),you like to watch them?,0,0
that's really good,my apologies,1,1
hey there!,hi,1,1
"i am good as well, thanks. how can i help you today?",lol ahhh i ‚ ao√n√¥m still excited to see it!,0,0
hi. how can i help you today?,"do you like classic dramas like casablanca, or would you prefer something more recent?",0,0
"it is a drama, but it has some romance in it too.","seth rogan is in it, danny mcbride",1,1
i just watched avengers : infinity war ( 2018 ),are you looking for a movie?,0,0
have you seen fifty shades of grey ( 2015 ),and the mask ( 1988 )?,1,1
hello. have you seen jaws ( 1975 ),i'm not super familiar with scary movies. i have a friend who loves them and prefers the classics like a nightmare on elm street ( 1984 ) and bride of chucky ( 1998 ),0,0
hello there. i am here to recommend some movies to you.,let me think here..,1,1
have you seen batman ( 1989 ),what about spider - man : homecoming ( 2017 ),1,0
yes i seen hellboy!,i just watched avengers : infinity war ( 2018 ),1,1
and it ( 1990 )?,"yes you do, maybe even too much.",0,0
i enjoyed the texas chainsaw massacre ( 2003 ) too.,yes that was a great movie.,1,1
would you like a movie recommendation?,hey there. could i recommend a movie for you?,1,1
"hahahaa, those are old movies but if you see them again you laugh so much",i really like captain america : civil war ( 2016 ) also,1,1
is that enough family friendly and adventure films for you?,hmm. do you highly recommend all of the lord of the rings movies? i have not seen them! maybe you'd like the golden compass ( 2007 )?,1,1
"ok, have you seen get out ( 2017 )?",for an interesting action movie maybe michael clayton ( 2007 )?,0,0
"those are really funny, have you seen them?",and did you watch the exorcist ( 1973 )?,1,1
hello im so bored can you help with a good movie,hello there. looking for a good movie?,1,1
i'm well! having a good start to the day!,goodbye,1,1
hello! how may i help you today?,woudl you like any other suggestions?,1,1
hello there. i am here to recommend some movies to you.,no i have not seen that one either. i guess i have a few to look into. i really liked annabelle ( 2014 ) though.,0,0
have you seen that at all?,have you watched deadpool ( 2016 ) the first one?,1,1
"likewise, alpacino is great.",do you need my help,0,0
if bro and tell me what else can i help you...,hello there. looking for some good movies?,1,1
both are excellent movies. if you are looking for something a little lighter..,you are welcome,0,0
"what else would you like in the movie? comedy, fairy tales?",how did you like it?,1,1
"cool. maybe i helped. yes, i love that movie.",or daylight ( 1996 )?,0,0
i hope this has helped?,or truth or dare ( 2013 )?,1,1
that's funny too.,i can't wait to see it,0,0
i have some movies to recommend to you!,are you looking for a good movie to watch?,0,0
the second one a nightmare on elm street 2 : freddy's revenge ( 1985 ) is great too.,the others ( 2001 ) is pretty creepy,1,1
hello. have you seen jaws ( 1975 ),"i haven't seen rbg ( 2018 ) yet, but one of my friends was telling me she enjoyed it.",0,0
i think you would really like the shining ( 1980 ).,get out ( 2017 ) was so good.,0,1
"did o help you, or do you need more help?",yeh that's the one she is a great actress,0,0
"good afternoon! i'm good, i hope you are well! are you looking for a movie suggestion?",can i help you,1,1
that is full of action and comedy.,both are excellent movies. if you are looking for something a little lighter..,0,0
i saw peter rabbit ( 2018 ) with my daughter she loved it,yes i seen hellboy!,1,1
"you're welcome. have a great day, good bye.",i watched it too.,0,0
good bye,hey,1,1
i have not seen the remake.,or super troopers 2 ( 2018 )?,0,0
is there anything else i can help you with?,yeh spiderman is a great movie,0,0
"me too, buddy.",yes i think so,1,0
i never even heard of it,how about the wedding singer ( 1998 ),0,0
"good thanks, what kind of movies do you like?",that's really good,0,0
